Ref_Date,GEO,EST,Vector,Coordinate,Value
2007,Saskatchewan,"Production of honey, total (pounds x 1,000)",v47886,8.4,16625.00000000
2008,Saskatchewan,"Production of honey, total (pounds x 1,000)",v47886,8.4,16560.00000000
2009,Saskatchewan,"Production of honey, total (pounds x 1,000)",v47886,8.4,17000.00000000
2010,Saskatchewan,"Production of honey, total (pounds x 1,000)",v47886,8.4,18404.00000000
2011,Saskatchewan,"Production of honey, total (pounds x 1,000)",v47886,8.4,15930.00000000
2012,Saskatchewan,"Production of honey, total (pounds x 1,000)",v47886,8.4,23125.00000000
2013,Saskatchewan,"Production of honey, total (pounds x 1,000)",v47886,8.4,18200.00000000
2014,Saskatchewan,"Production of honey, total (pounds x 1,000)",v47886,8.4,16530.00000000
2015,Saskatchewan,"Production of honey, total (pounds x 1,000)",v47886,8.4,18837.00000000
2016,Saskatchewan,"Production of honey, total (pounds x 1,000)",v47886,8.4,22848.00000000
1924,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,18.00000000
1925,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,37.00000000
1926,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,38.00000000
1927,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,104.00000000
1928,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,77.00000000
1929,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,74.00000000
1930,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,103.00000000
1931,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,73.00000000
1932,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,46.00000000
1933,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,96.00000000
1934,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,71.00000000
1935,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,116.00000000
1936,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,264.00000000
1937,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,103.00000000
1938,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,242.00000000
1939,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,363.00000000
1940,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,385.00000000
1941,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,348.00000000
1942,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,620.00000000
1943,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,815.00000000
1944,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,700.00000000
1945,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,1253.00000000
1946,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,712.00000000
1947,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,1558.00000000
1948,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,1233.00000000
1949,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,600.00000000
1950,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,635.00000000
1951,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,504.00000000
1952,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,350.00000000
1953,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,455.00000000
1954,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,274.00000000
1955,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,556.00000000
1956,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,569.00000000
1957,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,611.00000000
1958,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,606.00000000
1959,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,576.00000000
1960,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,662.00000000
1961,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,580.00000000
1962,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,401.00000000
1963,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,1037.00000000
1964,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,880.00000000
1965,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,945.00000000
1966,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,883.00000000
1967,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,984.00000000
1968,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,712.00000000
1969,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,1214.00000000
1970,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,1035.00000000
1971,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,1600.00000000
1972,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,2566.00000000
1973,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,2972.00000000
1974,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,2922.00000000
1975,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,2728.00000000
1976,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,3552.00000000
1977,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,3851.00000000
1978,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,5712.00000000
1979,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,6749.00000000
1980,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,7536.00000000
1981,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,8393.00000000
1982,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,8073.00000000
1983,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,10532.00000000
1984,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,10206.00000000
1985,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,9385.00000000
1986,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,6480.00000000
1987,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,8591.00000000
1988,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,9338.00000000
1989,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,6713.00000000
1990,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,8303.00000000
1991,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,9707.00000000
1992,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,10332.00000000
1993,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,8862.00000000
1994,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,11226.00000000
1995,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,13645.00000000
1996,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,17391.00000000
1997,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,17275.00000000
1998,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,17475.00000000
1999,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,18000.00000000
2000,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,14040.00000000
2001,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,25800.00000000
2002,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,36100.00000000
2003,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,39000.00000000
2004,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,21000.00000000
2005,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,17820.00000000
2006,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,22500.00000000
2007,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,19950.00000000
2008,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,24840.00000000
2009,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,25500.00000000
2010,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,28526.00000000
2011,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,24692.00000000
2012,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,38156.00000000
2013,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,37310.00000000
2014,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,34713.00000000
2015,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,26372.00000000
2016,Saskatchewan,"Value of honey, total (dollars x 1,000)",v47896,8.5,27418.00000000
1924,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,19.00000000
1925,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,38.00000000
1926,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,40.00000000
1927,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,109.00000000
1928,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,81.00000000
1929,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,78.00000000
1930,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,108.00000000
1931,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,77.00000000
1932,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,48.00000000
1933,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,100.00000000
1934,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,73.00000000
1935,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,120.00000000
1936,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,274.00000000
1937,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,108.00000000
1938,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,249.00000000
1939,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,376.00000000
1940,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,400.00000000
1941,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,363.00000000
1942,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,648.00000000
1943,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,852.00000000
1944,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,730.00000000
1945,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,1304.00000000
1946,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,735.00000000
1947,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,1584.00000000
1948,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,1276.00000000
1949,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,635.00000000
1950,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,660.00000000
1951,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,526.00000000
1952,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,366.00000000
1953,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,475.00000000
1954,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,286.00000000
1955,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,579.00000000
1956,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,591.00000000
1957,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,641.00000000
1958,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,634.00000000
1959,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,600.00000000
1960,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,691.00000000
1961,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,605.00000000
1962,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,419.00000000
1963,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,1076.00000000
1964,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,914.00000000
1965,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,985.00000000
1966,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,922.00000000
1967,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,1038.00000000
1968,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,752.00000000
1969,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,1289.00000000
1970,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,1098.00000000
1971,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,1672.00000000
1972,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,2640.00000000
1973,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,3056.00000000
1974,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,3047.00000000
1975,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,2819.00000000
1976,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,3664.00000000
1977,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,4051.00000000
1978,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,5976.00000000
1979,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,7066.00000000
1980,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,7882.00000000
1981,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,8748.00000000
1982,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,8372.00000000
1983,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,10887.00000000
1984,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,10561.00000000
1985,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,9675.00000000
1986,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,6674.00000000
1987,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,8844.00000000
1988,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,9649.00000000
1989,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,6903.00000000
1990,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,8504.00000000
1991,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,9937.00000000
1992,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,10600.00000000
1993,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,9092.00000000
1994,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,11584.00000000
1995,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,14052.00000000
1996,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,17852.00000000
1997,Saskatchewan,"Value of honey and wax (dollars x 1,000)",v47906,8.6,17725.00000000
1924,Alberta,Beekeepers,v47857,9.1,160.00000000
1925,Alberta,Beekeepers,v47857,9.1,140.00000000
1926,Alberta,Beekeepers,v47857,9.1,150.00000000
1927,Alberta,Beekeepers,v47857,9.1,200.00000000
1928,Alberta,Beekeepers,v47857,9.1,200.00000000
1929,Alberta,Beekeepers,v47857,9.1,150.00000000
1930,Alberta,Beekeepers,v47857,9.1,170.00000000
1931,Alberta,Beekeepers,v47857,9.1,190.00000000
1932,Alberta,Beekeepers,v47857,9.1,320.00000000
1933,Alberta,Beekeepers,v47857,9.1,320.00000000
1934,Alberta,Beekeepers,v47857,9.1,1010.00000000
1935,Alberta,Beekeepers,v47857,9.1,1000.00000000
1936,Alberta,Beekeepers,v47857,9.1,1150.00000000
1937,Alberta,Beekeepers,v47857,9.1,1240.00000000
1938,Alberta,Beekeepers,v47857,9.1,1090.00000000
1939,Alberta,Beekeepers,v47857,9.1,1590.00000000
1940,Alberta,Beekeepers,v47857,9.1,2200.00000000
1941,Alberta,Beekeepers,v47857,9.1,2400.00000000
1942,Alberta,Beekeepers,v47857,9.1,3820.00000000
1943,Alberta,Beekeepers,v47857,9.1,7500.00000000
1944,Alberta,Beekeepers,v47857,9.1,9100.00000000
1945,Alberta,Beekeepers,v47857,9.1,10000.00000000
1946,Alberta,Beekeepers,v47857,9.1,11000.00000000
1947,Alberta,Beekeepers,v47857,9.1,9560.00000000
1948,Alberta,Beekeepers,v47857,9.1,6600.00000000
1949,Alberta,Beekeepers,v47857,9.1,4800.00000000
1950,Alberta,Beekeepers,v47857,9.1,4150.00000000
1951,Alberta,Beekeepers,v47857,9.1,2120.00000000
1952,Alberta,Beekeepers,v47857,9.1,2010.00000000
1953,Alberta,Beekeepers,v47857,9.1,1560.00000000
1954,Alberta,Beekeepers,v47857,9.1,1300.00000000
1955,Alberta,Beekeepers,v47857,9.1,1270.00000000
1956,Alberta,Beekeepers,v47857,9.1,1800.00000000
1957,Alberta,Beekeepers,v47857,9.1,1800.00000000
1958,Alberta,Beekeepers,v47857,9.1,1490.00000000
1959,Alberta,Beekeepers,v47857,9.1,1540.00000000
1960,Alberta,Beekeepers,v47857,9.1,1670.00000000
1961,Alberta,Beekeepers,v47857,9.1,1390.00000000
1962,Alberta,Beekeepers,v47857,9.1,1260.00000000
1963,Alberta,Beekeepers,v47857,9.1,1100.00000000
1964,Alberta,Beekeepers,v47857,9.1,1450.00000000
1965,Alberta,Beekeepers,v47857,9.1,1320.00000000
1966,Alberta,Beekeepers,v47857,9.1,1150.00000000
1967,Alberta,Beekeepers,v47857,9.1,1400.00000000
1968,Alberta,Beekeepers,v47857,9.1,1500.00000000
1969,Alberta,Beekeepers,v47857,9.1,1400.00000000
1970,Alberta,Beekeepers,v47857,9.1,1200.00000000
1971,Alberta,Beekeepers,v47857,9.1,1200.00000000
1972,Alberta,Beekeepers,v47857,9.1,1200.00000000
1973,Alberta,Beekeepers,v47857,9.1,1300.00000000
1974,Alberta,Beekeepers,v47857,9.1,1800.00000000
1975,Alberta,Beekeepers,v47857,9.1,2000.00000000
1976,Alberta,Beekeepers,v47857,9.1,2000.00000000
1977,Alberta,Beekeepers,v47857,9.1,1800.00000000
1978,Alberta,Beekeepers,v47857,9.1,1800.00000000
1979,Alberta,Beekeepers,v47857,9.1,1700.00000000
1980,Alberta,Beekeepers,v47857,9.1,1800.00000000
1981,Alberta,Beekeepers,v47857,9.1,1700.00000000
1982,Alberta,Beekeepers,v47857,9.1,1650.00000000
1983,Alberta,Beekeepers,v47857,9.1,1610.00000000
1984,Alberta,Beekeepers,v47857,9.1,1650.00000000
1985,Alberta,Beekeepers,v47857,9.1,1700.00000000
1986,Alberta,Beekeepers,v47857,9.1,1700.00000000
1987,Alberta,Beekeepers,v47857,9.1,1480.00000000
1988,Alberta,Beekeepers,v47857,9.1,1140.00000000
1989,Alberta,Beekeepers,v47857,9.1,855.00000000
1990,Alberta,Beekeepers,v47857,9.1,840.00000000
1991,Alberta,Beekeepers,v47857,9.1,830.00000000
1992,Alberta,Beekeepers,v47857,9.1,800.00000000
1993,Alberta,Beekeepers,v47857,9.1,761.00000000
1994,Alberta,Beekeepers,v47857,9.1,750.00000000
1995,Alberta,Beekeepers,v47857,9.1,750.00000000
1996,Alberta,Beekeepers,v47857,9.1,750.00000000
1997,Alberta,Beekeepers,v47857,9.1,725.00000000
1998,Alberta,Beekeepers,v47857,9.1,730.00000000
1999,Alberta,Beekeepers,v47857,9.1,725.00000000
2000,Alberta,Beekeepers,v47857,9.1,747.00000000
2001,Alberta,Beekeepers,v47857,9.1,739.00000000
2002,Alberta,Beekeepers,v47857,9.1,700.00000000
2003,Alberta,Beekeepers,v47857,9.1,755.00000000
2004,Alberta,Beekeepers,v47857,9.1,695.00000000
2005,Alberta,Beekeepers,v47857,9.1,728.00000000
2006,Alberta,Beekeepers,v47857,9.1,733.00000000
2007,Alberta,Beekeepers,v47857,9.1,726.00000000
2008,Alberta,Beekeepers,v47857,9.1,620.00000000
2009,Alberta,Beekeepers,v47857,9.1,683.00000000
2010,Alberta,Beekeepers,v47857,9.1,769.00000000
2011,Alberta,Beekeepers,v47857,9.1,798.00000000
2012,Alberta,Beekeepers,v47857,9.1,883.00000000
2013,Alberta,Beekeepers,v47857,9.1,890.00000000
2014,Alberta,Beekeepers,v47857,9.1,1015.00000000
2015,Alberta,Beekeepers,v47857,9.1,1064.00000000
2016,Alberta,Beekeepers,v47857,9.1,1400.00000000
1924,Alberta,Colonies,v47867,9.2,0.00000000
1925,Alberta,Colonies,v47867,9.2,2040.00000000
1926,Alberta,Colonies,v47867,9.2,2560.00000000
1927,Alberta,Colonies,v47867,9.2,3450.00000000
1928,Alberta,Colonies,v47867,9.2,4150.00000000
1929,Alberta,Colonies,v47867,9.2,4560.00000000
1930,Alberta,Colonies,v47867,9.2,4450.00000000
1931,Alberta,Colonies,v47867,9.2,5500.00000000
1932,Alberta,Colonies,v47867,9.2,5700.00000000
1933,Alberta,Colonies,v47867,9.2,5800.00000000
1934,Alberta,Colonies,v47867,9.2,9390.00000000
1935,Alberta,Colonies,v47867,9.2,13060.00000000
1936,Alberta,Colonies,v47867,9.2,12180.00000000
1937,Alberta,Colonies,v47867,9.2,13730.00000000
1938,Alberta,Colonies,v47867,9.2,15230.00000000
1939,Alberta,Colonies,v47867,9.2,18000.00000000
1940,Alberta,Colonies,v47867,9.2,22000.00000000
1941,Alberta,Colonies,v47867,9.2,24000.00000000
1942,Alberta,Colonies,v47867,9.2,27500.00000000
1943,Alberta,Colonies,v47867,9.2,42800.00000000
1944,Alberta,Colonies,v47867,9.2,57000.00000000
1945,Alberta,Colonies,v47867,9.2,63000.00000000
1946,Alberta,Colonies,v47867,9.2,72000.00000000
1947,Alberta,Colonies,v47867,9.2,77600.00000000
1948,Alberta,Colonies,v47867,9.2,82200.00000000
1949,Alberta,Colonies,v47867,9.2,55000.00000000
1950,Alberta,Colonies,v47867,9.2,49000.00000000
1951,Alberta,Colonies,v47867,9.2,38100.00000000
1952,Alberta,Colonies,v47867,9.2,34600.00000000
1953,Alberta,Colonies,v47867,9.2,31100.00000000
1954,Alberta,Colonies,v47867,9.2,33800.00000000
1955,Alberta,Colonies,v47867,9.2,35200.00000000
1956,Alberta,Colonies,v47867,9.2,48200.00000000
1957,Alberta,Colonies,v47867,9.2,48200.00000000
1958,Alberta,Colonies,v47867,9.2,45900.00000000
1959,Alberta,Colonies,v47867,9.2,54200.00000000
1960,Alberta,Colonies,v47867,9.2,54900.00000000
1961,Alberta,Colonies,v47867,9.2,60000.00000000
1962,Alberta,Colonies,v47867,9.2,65400.00000000
1963,Alberta,Colonies,v47867,9.2,71600.00000000
1964,Alberta,Colonies,v47867,9.2,83850.00000000
1965,Alberta,Colonies,v47867,9.2,114000.00000000
1966,Alberta,Colonies,v47867,9.2,114000.00000000
1967,Alberta,Colonies,v47867,9.2,120000.00000000
1968,Alberta,Colonies,v47867,9.2,110000.00000000
1969,Alberta,Colonies,v47867,9.2,120000.00000000
1970,Alberta,Colonies,v47867,9.2,110000.00000000
1971,Alberta,Colonies,v47867,9.2,115000.00000000
1972,Alberta,Colonies,v47867,9.2,130000.00000000
1973,Alberta,Colonies,v47867,9.2,145000.00000000
1974,Alberta,Colonies,v47867,9.2,156000.00000000
1975,Alberta,Colonies,v47867,9.2,158000.00000000
1976,Alberta,Colonies,v47867,9.2,160000.00000000
1977,Alberta,Colonies,v47867,9.2,165000.00000000
1978,Alberta,Colonies,v47867,9.2,160000.00000000
1979,Alberta,Colonies,v47867,9.2,150000.00000000
1980,Alberta,Colonies,v47867,9.2,160000.00000000
1981,Alberta,Colonies,v47867,9.2,170000.00000000
1982,Alberta,Colonies,v47867,9.2,174000.00000000
1983,Alberta,Colonies,v47867,9.2,172000.00000000
1984,Alberta,Colonies,v47867,9.2,180000.00000000
1985,Alberta,Colonies,v47867,9.2,181000.00000000
1986,Alberta,Colonies,v47867,9.2,190000.00000000
1987,Alberta,Colonies,v47867,9.2,193000.00000000
1988,Alberta,Colonies,v47867,9.2,150000.00000000
1989,Alberta,Colonies,v47867,9.2,143500.00000000
1990,Alberta,Colonies,v47867,9.2,152000.00000000
1991,Alberta,Colonies,v47867,9.2,147000.00000000
1992,Alberta,Colonies,v47867,9.2,148000.00000000
1993,Alberta,Colonies,v47867,9.2,148000.00000000
1994,Alberta,Colonies,v47867,9.2,159000.00000000
1995,Alberta,Colonies,v47867,9.2,175000.00000000
1996,Alberta,Colonies,v47867,9.2,175000.00000000
1997,Alberta,Colonies,v47867,9.2,175000.00000000
1998,Alberta,Colonies,v47867,9.2,205000.00000000
1999,Alberta,Colonies,v47867,9.2,205000.00000000
2000,Alberta,Colonies,v47867,9.2,217000.00000000
2001,Alberta,Colonies,v47867,9.2,227000.00000000
2002,Alberta,Colonies,v47867,9.2,227000.00000000
2003,Alberta,Colonies,v47867,9.2,221000.00000000
2004,Alberta,Colonies,v47867,9.2,248000.00000000
2005,Alberta,Colonies,v47867,9.2,251000.00000000
2006,Alberta,Colonies,v47867,9.2,254000.00000000
2007,Alberta,Colonies,v47867,9.2,237000.00000000
2008,Alberta,Colonies,v47867,9.2,226000.00000000
2009,Alberta,Colonies,v47867,9.2,251000.00000000
2010,Alberta,Colonies,v47867,9.2,266000.00000000
2011,Alberta,Colonies,v47867,9.2,274600.00000000
2012,Alberta,Colonies,v47867,9.2,278400.00000000
2013,Alberta,Colonies,v47867,9.2,278100.00000000
2014,Alberta,Colonies,v47867,9.2,282900.00000000
2015,Alberta,Colonies,v47867,9.2,296880.00000000
2016,Alberta,Colonies,v47867,9.2,305000.00000000
1924,Alberta,Average yield per colony (pounds),v47877,9.3,0.00000000
1925,Alberta,Average yield per colony (pounds),v47877,9.3,56.00000000
1926,Alberta,Average yield per colony (pounds),v47877,9.3,84.00000000
1927,Alberta,Average yield per colony (pounds),v47877,9.3,87.00000000
1928,Alberta,Average yield per colony (pounds),v47877,9.3,81.00000000
1929,Alberta,Average yield per colony (pounds),v47877,9.3,114.00000000
1930,Alberta,Average yield per colony (pounds),v47877,9.3,222.00000000
1931,Alberta,Average yield per colony (pounds),v47877,9.3,166.00000000
1932,Alberta,Average yield per colony (pounds),v47877,9.3,96.00000000
1933,Alberta,Average yield per colony (pounds),v47877,9.3,172.00000000
1934,Alberta,Average yield per colony (pounds),v47877,9.3,160.00000000
1935,Alberta,Average yield per colony (pounds),v47877,9.3,84.00000000
1936,Alberta,Average yield per colony (pounds),v47877,9.3,152.00000000
1937,Alberta,Average yield per colony (pounds),v47877,9.3,157.00000000
1938,Alberta,Average yield per colony (pounds),v47877,9.3,159.00000000
1939,Alberta,Average yield per colony (pounds),v47877,9.3,121.00000000
1940,Alberta,Average yield per colony (pounds),v47877,9.3,101.00000000
1941,Alberta,Average yield per colony (pounds),v47877,9.3,130.00000000
1942,Alberta,Average yield per colony (pounds),v47877,9.3,91.00000000
