Ref_Date,GEO,Geographical classification,SALES,ADJUSTMENT,Vector,Coordinate,Value
1991/02,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,20206
1991/03,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,27989
1991/04,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,26258
1991/05,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,28248
1991/06,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,30350
1991/07,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,26158
1991/08,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,29541
1991/09,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,28885
1991/10,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,30257
1991/11,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,40926
1991/12,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,61347
1992/01,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,19164
1992/02,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,21140
1992/03,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,26128
1992/04,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,29095
1992/05,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,28331
1992/06,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,29389
1992/07,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,26042
1992/08,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,29208
1992/09,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,28888
1992/10,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,30716
1992/11,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,38521
1992/12,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,62732
1993/01,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,20787
1993/02,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,20100
1993/03,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,26620
1993/04,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,28021
1993/05,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,28217
1993/06,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,28718
1993/07,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,26540
1993/08,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,28740
1993/09,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,28099
1993/10,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,30051
1993/11,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,37639
1993/12,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,60246
1994/01,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,17864
1994/02,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,23119
1994/03,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,29342
1994/04,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,31254
1994/05,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,28270
1994/06,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,30748
1994/07,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,27209
1994/08,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,32275
1994/09,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,27557
1994/10,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,34430
1994/11,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,44144
1994/12,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,67418
1995/01,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,22287
1995/02,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,22829
1995/03,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,29041
1995/04,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,32446
1995/05,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,34297
1995/06,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,38084
1995/07,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,31823
1995/08,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,36759
1995/09,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,32966
1995/10,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,37466
1995/11,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,47486
1995/12,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,70527
1996/01,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,24114
1996/02,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,25713
1996/03,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,30737
1996/04,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,33835
1996/05,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,36986
1996/06,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,38394
1996/07,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,33884
1996/08,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,39302
1996/09,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,35152
1996/10,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,40112
1996/11,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,52704
1996/12,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,72797
1997/01,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,26351
1997/02,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,27514
1997/03,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,33833
1997/04,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,38064
1997/05,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,42163
1997/06,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,41953
1997/07,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,38931
1997/08,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,43906
1997/09,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,39588
1997/10,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,45908
1997/11,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,57256
1997/12,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,82192
1998/01,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,30991
1998/02,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,30364
1998/03,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,38586
1998/04,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,44159
1998/05,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,44777
1998/06,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,43088
1998/07,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,42877
1998/08,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,46308
1998/09,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,42838
1998/10,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,50029
1998/11,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,58511
1998/12,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,85030
1999/01,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,33431
1999/02,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,33704
1999/03,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,40034
1999/04,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,44826
1999/05,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,47314
1999/06,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,47282
1999/07,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,46311
1999/08,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,51001
1999/09,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,48917
1999/10,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,54395
1999/11,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,61248
1999/12,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,90377
2000/01,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,35856
2000/02,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,36701
2000/03,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,43491
2000/04,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,49790
2000/05,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,51893
2000/06,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,51944
2000/07,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,49493
2000/08,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,52691
2000/09,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,48752
2000/10,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,53924
2000/11,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,65926
2000/12,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,94813
2001/01,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,39861
2001/02,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,39447
2001/03,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,49065
2001/04,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,53855
2001/05,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,57264
2001/06,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,57746
2001/07,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,53473
2001/08,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,57137
2001/09,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,51655
2001/10,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,59538
2001/11,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,68039
2001/12,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,101715
2002/01,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,43539
2002/02,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,42821
2002/03,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,51902
2002/04,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,55946
2002/05,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,60168
2002/06,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,62950
2002/07,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,58054
2002/08,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,63524
2002/09,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,54174
2002/10,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,63531
2002/11,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,72855
2002/12,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,101767
2003/01,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,46173
2003/02,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,44477
2003/03,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,51850
2003/04,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,57094
2003/05,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,62927
2003/06,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,60794
2003/07,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,58699
2003/08,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,62370
2003/09,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,55623
2003/10,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,61534
2003/11,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,73770
2003/12,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,105142
2004/01,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,47174
2004/02,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,49015
2004/03,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,53257
2004/04,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,61022
2004/05,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,62744
2004/06,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,62644
2004/07,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,62737
2004/08,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,63923
2004/09,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,56641
2004/10,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,67280
2004/11,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,69548
2004/12,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,104141
2005/01,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,50104
2005/02,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,47870
2005/03,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,56961
2005/04,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,61698
2005/05,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,63746
2005/06,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,66746
2005/07,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,64876
2005/08,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,65678
2005/09,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,59849
2005/10,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,69368
2005/11,Saskatchewan,,Sales including concessions,"Unadjusted (x 1,000)",v15180319,15.1.1,75459
1991/01,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,79496
1991/02,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,80604
1991/03,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,107595
1991/04,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,109728
1991/05,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,114455
1991/06,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,116098
1991/07,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,107673
1991/08,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,118620
1991/09,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,117902
1991/10,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,124306
1991/11,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,152087
1991/12,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,229587
1992/01,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,76339
1992/02,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,82306
1992/03,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,101805
1992/04,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,111550
1992/05,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,110677
1992/06,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,111888
1992/07,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,107808
1992/08,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,118587
1992/09,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,117615
1992/10,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,118189
1992/11,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,142777
1992/12,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,237246
1993/01,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,81470
1993/02,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,76251
1993/03,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,97456
1993/04,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,107816
1993/05,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,111264
1993/06,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,109980
1993/07,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,97943
1993/08,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,108190
1993/09,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,108152
1993/10,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,113898
1993/11,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,138750
1993/12,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,221291
1994/01,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,69200
1994/02,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,79872
1994/03,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,107170
1994/04,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,105213
1994/05,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,106960
1994/06,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,113157
1994/07,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,100078
1994/08,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,122217
1994/09,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,103401
1994/10,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,123865
1994/11,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,152857
1994/12,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,240298
1995/01,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,81799
1995/02,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,76730
1995/03,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,103595
1995/04,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,114678
1995/05,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,120898
1995/06,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,120119
1995/07,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,111630
1995/08,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,131034
1995/09,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,117952
1995/10,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,128554
1995/11,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,161737
1995/12,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,241612
1996/01,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,82047
1996/02,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,89252
1996/03,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,108648
1996/04,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,118752
1996/05,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,123194
1996/06,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,123294
1996/07,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,112947
1996/08,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,138398
1996/09,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,125266
1996/10,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,137430
1996/11,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,175864
1996/12,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,254342
1997/01,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,89835
1997/02,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,94350
1997/03,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,121987
1997/04,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,130459
1997/05,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,145231
1997/06,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,135428
1997/07,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,131506
1997/08,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,156805
1997/09,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,144789
1997/10,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,164998
1997/11,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,201476
1997/12,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,295026
1998/01,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,110312
1998/02,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,112098
1998/03,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,136559
1998/04,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,154334
1998/05,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,159786
1998/06,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,144448
1998/07,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,146155
1998/08,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,164941
1998/09,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,156296
1998/10,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,173028
1998/11,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,211484
1998/12,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,306094
1999/01,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,115332
1999/02,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,120168
1999/03,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,145069
1999/04,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,155041
1999/05,Alberta,,Sales including concessions,"Unadjusted (x 1,000)",v15180320,16.1.1,166178
